countries,Reservoirs_prior,Termites_prior,Seeps_prior,Natural_prior,Wetlands_prior,BiomassBurn_prior,OtherAnth_prior,OtherAnthPlusRes_prior,Rice_prior,Wastewater_prior,Landfills_prior,Livestock_prior,Coal_prior,OilAndGas_prior,Total_Anth_Prior,Total_prior,Reservoirs_post,Termites_post,Seeps_post,Natural_post,Wetlands_post,BiomassBurn_post,OtherAnth_post,OtherAnthPlusRes_post,Rice_post,Wastewater_post,Landfills_post,Livestock_post,Coal_post,OilAndGas_post,Total_Anth_Post,Total_posterior
South Korea,0.02577653741,0.003237921917,3.87E-05,3.28E-03,0.1715914146,0.003671022861,0.05819664892,0.08397318633,0.2989629633,0.3481069331,0.05885746896,0.2795536604,0.01435457664,0.1550707145,1.24E+00,1.417418538,0.0459517009,0.008564181291,5.02E-05,8.61E-03,0.4704348149,0.009738084888,0.1294134273,0.1753651282,0.5141319217,0.7690621253,0.1300422318,0.291198016,0.05287546795,0.261666557,2.20E+00,2.683128721
India,1.242954498,0.3369909008,0.004914952784,0.3419058536,9.171270721,0.09717488186,2.063339974,3.306294472,3.394085538,2.571613771,0.2712317409,10.73314749,0.8591178805,0.798294787,2.20E+01,31.54413714,1.391885155,0.6515064886,0.0129625222,0.6644690108,11.46109489,0.2180421077,3.873117037,5.265002192,4.657872413,5.259618996,0.5548947541,7.817548579,1.418880062,1.652557963,2.68E+01,38.96998097
Bangladesh,0.04921979375,0.01472724806,0.0008098670555,0.01553711512,4.490779273,0.006372909442,0.1544592758,0.2036790696,0.3766111513,0.5000237167,0.1405735587,0.841639571,0.01178704826,0.06180556409,2.14E+00,6.648808978,0.02035267558,0.01483413023,0.0007693246919,0.01560345492,3.484810056,0.004309990124,0.2010036238,0.2213562994,0.3900769663,0.9092102242,0.2557253057,0.8469831217,0.01468026626,0.07876836299,2.72E+00,6.221524047
Bhutan,0,0.005602375438,0,0.005602375438,0.05608438146,0.001490048572,0.0121887452,0.0121887452,0.002525402369,0.002729264825,0.003118461442,0.01806022599,0.0001120902706,0.0001922268479,4.04E-02,0.1021032224,0,0.009020272284,0,0.009020272284,0.09030033728,0.002399097308,0.01962485408,0.01962485408,0.004066099683,0.004394334533,0.005020972197,0.02907840749,0.0001804742957,0.0003095005909,6.51E-02,0.1643943498
Nepal,0.0001842181588,0.01965032864,0.001276092836,0.02092642147,0.289088827,0.01893408192,0.1349011757,0.1350853938,0.001568311858,0.01607857482,0.0006941126715,0.4691315083,4.77E-05,0.0008655276156,6.42E-01,0.9524204875,0.000110676631,0.03404620977,0.002434251316,0.03648046109,0.311949211,0.03109251377,0.1927470038,0.1928576805,0.002153189648,0.01809008425,0.0007854141713,0.6830993939,5.13E-05,0.001186288897,9.29E-01,1.277745552
Pakistan,0.2667720091,0.06613812696,0.01285402087,0.07899214783,0.09769967764,0.004218566825,0.501538302,0.7683103111,2.238735695,0.9415009667,0.4988255944,5.98190995,0.003390825629,0.002137206016,1.04E+01,10.61572094,0.2025627463,0.3601368564,0.05679261354,0.4169294699,0.09073812015,0.003466918733,0.5418802318,0.7444429781,1.179181611,1.043702261,0.5536367356,5.522939144,0.002754791545,0.00444918744,9.05E+00,9.562241217
Afghanistan,0.0115520302,0.05072858865,0.0005029587675,0.05123154741,0.003537896966,2.61E-05,0.01336187575,0.02491390595,0,0.004321532119,0.0006756905531,0.4539716297,8.46E-05,0.01001403554,4.94E-01,0.548776953,0.004240022906,0.0813524392,0.0009409564165,0.08229339562,0.007655860188,2.98E-05,0.01377075804,0.01801078094,0,0.00438940838,0.0007150320427,0.5480899769,3.75E-05,0.01271766346,5.84E-01,0.673939362
Tajikistan,0.05725383733,0.008358593312,0.0004691866067,0.008827779919,0.0002824737215,3.59E-05,0.005241429929,0.06249526726,0,0.01468637434,0.01131049835,0.1329935261,0.01044510616,0.02322017357,2.55E-01,0.2642971273,0.02616430618,0.00401284071,0.0002277596386,0.004240600349,7.97E-05,1.24E-05,0.001657883542,0.02782218972,0,0.006006931453,0.004894654336,0.03878760841,0.002087627179,0.01324437575,9.29E-02,0.09717612291
Kyrgyzstan,0.02232725166,0.01333612515,0.0008065828473,0.014142708,0.005538952156,0.0002740563924,0.05638634321,0.07871359487,0,0.02610065931,0.01864624848,0.1301348754,0.006177282082,0.0413314143,3.01E-01,0.3210597909,0.004438208331,0.006191503701,0.0002282230931,0.006419726795,0.00482561743,6.81E-05,0.01722838918,0.02166659751,0,0.007771776148,0.005485690056,0.05054911675,0.00187241687,0.01561268718,1.03E-01,0.1142717454
Sri Lanka,0,0.003359452603,0,0.003359452603,0.1120201465,0.001705241189,0.02942740965,0.02942740965,0,0.04068409127,0.05617347596,0.06663958956,0,0.0001003064043,1.95E-01,0.3101097132,0,0.009402390507,0,0.009402390507,0.3358459184,0.005080095881,0.08465188238,0.08465188238,0,0.1107696735,0.1529422639,0.1994971728,0,0.0003007271239,5.53E-01,0.8984901245
Taiwan,0,0.001160619708,0.004889456876,0.006050076584,0.02403662981,0.001234588494,0.0250086186,0.0250086186,0,0.3194239601,0.1339792295,0.04619210294,0,0.03161211313,5.57E-01,0.5875373192,0,0.0009206683633,0.003536801898,0.004457470262,0.02064688092,0.001031375711,0.01900945392,0.01900945392,0,0.2391539959,0.1003132122,0.02876982803,0,0.02469190401,4.13E-01,0.4380741209
Philippines,0.02799868257,0.01569396837,0.009820794746,0.02551476312,1.034641719,0.008779724953,0.1651530943,0.1931517769,0.7835717742,0,0,0.4023677932,0.002873417973,0.006298648454,1.40E+00,2.457199617,0.03153335779,0.02160619705,0.01131855055,0.0329247476,1.936479098,0.01154185648,0.2526545277,0.2841878855,1.125637174,0,0,0.4752620717,0.005099483576,0.01087501084,1.91E+00,3.882007328
Malaysia,0.1369634376,0.02817873009,0.004848743237,0.03302747333,1.034587159,0.008368003666,0.06958030636,0.206543744,0,0.9645405005,0.665986109,0.06865195313,0.001155880728,0.229927255,2.15E+00,3.212788078,0.2515161528,0.04244152484,0.008844954418,0.05128647926,1.56099138,0.01273217002,0.07508700207,0.3266031549,0,0.8517548619,0.7267173839,0.1183600642,0.001165133483,0.300892612,2.34E+00,3.950503239
Brunei,0,0.0007159411479,0.003374587664,0.004090528812,0.005191746781,0.0001954605446,0.001118245083,0.001118245083,0,0.0110128922,0.01220622299,0.0006741186353,0,0.07387788264,9.91E-02,0.1083670977,0,0.000787650456,0.003712589393,0.004500239849,0.005711756799,0.0002150380482,0.001230249514,0.001230249514,0,0.01211595337,0.01342880924,0.0007416389629,0,0.08127755768,1.09E-01,0.1192212435
Japan,0.007818970714,0.0107459221,0.03308245252,0.04382837461,0.6767860571,0.01507315149,0.1373198247,0.1451387954,0.4755599679,0.08727369699,0.04110321097,0.4082934489,0.0187631999,0.008557742828,1.20E+00,1.920377646,0.01937609256,0.0272662725,0.06321501421,0.09048128671,1.629186871,0.03927436946,0.3411148787,0.3604909712,0.7600603284,0.2352219176,0.1106134751,1.142486969,0.07930009799,0.01529463297,2.74E+00,4.46241092
China,3.138983064,0.6837525029,0.05228411357,0.7360366165,4.440072187,0.1880410375,4.324821118,7.463804182,8.910319018,4.029850925,2.553431793,13.12247655,20.93373011,1.219766472,5.84E+01,63.59752889,3.496979,2.035050889,0.1627794716,2.19783036,8.368434272,0.2551898174,6.118632322,9.615611323,9.401351094,4.933284504,3.096436445,13.03317357,12.10730041,3.317807592,5.58E+01,66.32641939
Papua New Guinea,0.001204359747,0.04519090414,0.01175351963,0.05694442378,5.037399362,0.08650495676,0.0174442317,0.01864859145,0,0.008283891105,0.001079684057,0.04347512524,0,0.03468086644,1.93E-01,5.287016901,0.001109193093,0.04599313037,0.01155900409,0.05755213447,4.929733147,0.07226293697,0.01831758068,0.01942677377,0,0.009129269926,0.00118973537,0.0448109807,0,0.03606188297,1.83E-01,5.170166861
Vanuatu,0,0,0.0002823616284,0.0002823616284,0,1.82E-05,0.0003092206838,0.0003092206838,0,0.0002319055288,0.0001981043234,0.01558992337,0,0,1.63E-02,0.01662967735,0,0,0.0002776207201,0.0002776207201,0,1.80E-05,0.0003040317116,0.0003040317116,0,0.0002261392536,0.0001931785069,0.01535889297,0,0,1.61E-02,0.01637790685
New Caledonia,0,0.0003249581606,2.50E-06,3.27E-04,0,0.0004750178581,0.0004859042549,0.0004859042549,0,0.0004594457894,0.001389317871,0.004950711095,0,0,7.76E-03,0.008087856578,0,0.0003290025636,2.50E-06,3.32E-04,0,0.0004807345237,0.0004911044262,0.0004911044262,0,0.0004639042438,0.001403044446,0.005013968714,0,0,7.85E-03,0.008184256937
Solomon Is.,0,0.0001615122307,0.0005199776026,0.0006814898334,0,3.34E-05,0.0004631189439,0.0004631189439,0,0.002337426865,0.004876392153,0.002362958629,0,0,1.01E-02,0.01075480206,0,0.000162338926,0.0005251061559,0.0006874450819,0,3.38E-05,0.0004671655588,0.0004671655588,0,0.002358598528,0.00492275056,0.002382311966,0,0,1.02E-02,0.0108520351
New Zealand,0.08077875869,0.008859536906,0.009838259732,0.01869779664,0.1716524234,0.0005572680067,0.0138325151,0.09461127378,0,0.009889384569,0.104897069,1.177872831,0.002452245146,0.01396536042,1.40E+00,1.594595652,0.05856191403,0.007789544232,0.009610857369,0.0174004016,0.1702266374,0.0004269446339,0.01251356861,0.07107548264,0,0.00839683769,0.0890655778,1.189062701,0.001845882275,0.01343381699,1.37E+00,1.560934282
Australia,0.0722103937,0.7227668065,0.02014221989,0.7429090264,1.533243722,0.8793858399,0.05677866123,0.1289890549,0,0,0,2.62591129,1.024062281,0.2526629053,4.91E+00,7.18716412,0.1392026839,1.491456935,0.0451541242,1.536611059,5.306755052,2.338578937,0.1628812453,0.3020839292,0,0,0,3.422410369,0.8207363083,0.5360929794,7.42E+00,14.26326863
