countries,Livestock_prior,Waste_prior,OG_prior,Rice_prior,Coal_prior,Reservoirs_prior,OtherAnth_prior,BiomassBurn_prior,Wetlands_prior,Termites_prior,Seeps_prior,AnthroTotal_prior,Total_prior,UNFCCC_total_prior,Livestock_post,Waste_post,OG_post,Rice_post,Coal_post,Reservoirs_post,OtherAnth_post,BiomassBurn_post,Wetlands_post,Termites_post,Seeps_post,AnthroTotal_post,Total_post,UNFCCC_total_post,A
Ecuador,0.3924543479217395,0.09366529008865154,0.03614208693015686,0.017289580231442097,0.0,0.003174546820926453,0.012285231891605212,0.002121333629944565,1.1932637682712641,0.037327848446969944,0.0043389294296170755,0.5550110838845217,1.7920629636623173,0.5518365370635953,0.5453685930496295,0.1171541175469539,0.034108955902716516,0.02903706086731505,0.0,0.003317118439031338,0.017237882797046807,0.002944819440457711,1.1923510471541992,0.036892232394378145,0.004462966241578059,0.7462237286026933,1.9828747938333062,0.7429066101636619,0.26421552485144
Egypt,0.30057284212609636,1.1869400519354554,0.4189793505372594,0.4587147939234265,0.00017660420214843476,0.3679244790279471,0.0478186861722029,0.001880308654178487,0.0008095822087193024,0.012320920203398355,0.0013824748425622147,2.781126807924536,2.7975200938333944,2.413202328896589,0.19742345318645094,0.725207406926862,0.26309073148126555,0.2869567787569856,0.0001816864006915014,0.3679244790279471,0.03382684672815031,0.0013888476859034947,0.0006848314934312217,0.008887630342361254,0.0010549097327675746,1.874611382508353,1.8866276017628165,1.506686903480406,0.9148805600855217
El Salvador,0.07372787368502313,0.0709136860398766,1.8960881301631285e-06,0.00020648127384967647,0.0,0.03412673835005816,0.006604542063129058,0.00037145375920083306,0.06313304757176981,0.005463640640209908,0.00083214901441155,0.1855812175000668,0.2553815084856589,0.15145447915000862,0.08187751617121747,0.07260829913446076,2.0002174938352793e-06,0.0002182769694194761,0.0,0.03735538858433409,0.007093449570902004,0.00039014747885643446,0.07045872757023877,0.0026896115339350426,0.00090816199529508,0.19915493064782763,0.27360157922615297,0.16179954206349353,0.4029581127839203
Equatorial Guinea,0.00038415970259231464,0.002641926826217303,0.057571166483142,0.0,0.0,0.0,0.0030084154535586524,0.0006757202683291375,0.008273473517353911,0.00708496016524314,0.0006130881059788864,0.06360566846551027,0.08025291052241536,0.06360566846551027,0.0003505791594676401,0.0018706037940440547,0.048360806367957476,0.0,0.0,0.0,0.002484566932031331,0.0006569456873990272,0.008193859005032809,0.003216239834650961,0.00028138670624794625,0.0530665562535005,0.06541498748683124,0.0530665562535005,0.0025728502073546
Eritrea,0.14643885988539238,0.00152037211563065,0.0,0.0,0.0,0.0,0.007955941129100745,0.0006690658953971141,0.021500505288392906,0.009008821427889576,0.0020749216895709767,0.1559151731301238,0.18916848743137435,0.1559151731301238,0.1019560339170571,0.0011530856943923647,0.0,0.0,0.0,0.0,0.005369665265598141,0.0004633373139361989,0.015888215109157305,0.006583969223200558,0.0021517439167009424,0.1084787848770476,0.1335660504400426,0.1084787848770476,0.250459381146744
Estonia,0.029734961159049864,0.010170702069566873,0.000944838305754411,0.0,0.0,0.0,0.012547443008902029,4.707723297810517e-05,0.036936872575628776,0.003936808048300718,0.0,0.05339794454327318,0.0943187024001808,0.05339794454327318,0.03223543484434195,0.010814984196380512,0.0010294480753879854,0.0,0.0,0.0,0.013669831797828021,5.3704691524690564e-05,0.04730943073088838,0.004397607794308238,0.0,0.05774969891393846,0.10951044213065977,0.05774969891393846,
Ethiopia,3.4131508562903385,0.1472248602991649,2.5357485317063583e-05,3.807716950988266e-05,0.013317118154408059,0.11973591321383979,0.5348555009292946,0.09782721935915652,0.6432368825391165,0.14628188924297605,0.004072834927449896,4.228347683541872,5.119766509610571,4.108611770328033,4.0292921589984845,0.11458300647133385,2.1396072379780988e-05,0.0001813110090147242,0.018080917220219116,0.19814167076674916,0.6306218280917292,0.16421790973597422,1.1801701253439407,0.19261674399078887,0.005115253941702731,4.9909222886299105,6.533042321642317,4.792780617863161,0.7703943527472178
Fiji,0.013517030931350768,0.01584777678804399,0.001616286386879441,0.0004922913492685856,0.0,0.0,0.00036895134538229694,0.0,0.10011413529433291,0.001878392068255393,0.0011082136809877753,0.03184233680092508,0.13494307784450113,0.03184233680092508,0.013517030931350768,0.01584777678804399,0.001616286386879441,0.0004922913492685856,0.0,0.0,0.00036895134538229694,0.0,0.10011413529433291,0.001878392068255393,0.0011082136809877753,0.03184233680092508,0.13494307784450113,0.03184233680092508,
Finland,0.09980556060275583,0.06268691111451485,0.0011890497137973487,0.0,0.0,0.30400197402488105,0.04673478202192726,0.0001890421137360706,0.34856064672571635,0.0005728550933602705,0.0,0.5144182774778764,0.8637408214106891,0.2104163034529953,0.0447243543426203,0.02421680515292235,0.00038411893081017435,0.0,0.0,0.07871591693842252,0.017087889757837316,8.041048447181934e-05,0.13061692766563165,0.00017711279735894934,0.0,0.16512908512261265,0.29600353607007507,0.08641316818419013,0.5899087988578966
France,1.539374082379462,0.5954138548768243,0.037237591245032696,5.739065711051313e-05,0.0,0.04213612989649076,0.15916021049463688,0.0029087080078401043,0.4965814946309184,0.06324028643317693,0.00929775109813208,2.373379259549557,2.9454074997196247,2.3312431296530662,1.5616705130300081,0.5708433092964963,0.039680635320747434,5.739065711051313e-05,0.0,0.04387413578990761,0.1537631133684308,0.0025027049690310704,0.5258577645363781,0.07801680792536235,0.012016010372232058,2.3698890974627007,2.988282385265704,2.326014961672793,0.6400536126463585
Gabon,0.329789421213122,0.0009789401669587593,0.005511535103531411,0.0,0.0,0.0008929845219784589,0.01755362525304155,0.007157055436984594,0.6675744467716632,0.0404430386733495,0.0005788984207891755,0.35472650625863217,1.0704799455614185,0.3538335217366537,0.3865855907370754,0.0018410658647716044,0.019720950477715854,0.0,0.0,0.0009349973591483865,0.02268974584557098,0.007034496715437998,2.2230256501128642,0.047959091038014205,0.0023275367147482856,0.43177235028428224,2.712119124865347,0.43083735292513387,0.1172135123792286
Gambia,0.06343006680461759,0.006639217227156373,1.980242008796535e-06,0.0,0.0,0.0,0.004265779823961789,0.0030015612667959515,0.017290270002077307,0.003123053202833655,0.0,0.07433704409774454,0.09775192856945145,0.07433704409774454,0.06208457797052844,0.008533188374371947,2.17415984435799e-06,0.0,0.0,0.0,0.005326347804481682,0.0034587416306246605,0.015879081612328504,0.0028143149433814633,0.0,0.07594628830922642,0.09809842649556105,0.07594628830922642,0.1114060414026724
Georgia,0.08966817830394846,0.07596375166883212,0.0706050092862539,0.0,0.0013265407945928056,0.007532482970548017,0.004368440143980463,0.0007642776588606069,0.010941182662675424,0.005106970582554629,0.014477096333889668,0.24946440316815577,0.28075393040613605,0.24193192019760776,0.06587668862419133,0.05398328229179927,0.05158617070120302,0.0,0.001023311884827376,0.0064453477529941485,0.0031729131569464015,0.0005995188166200586,0.009760181763888823,0.0036969819341518893,0.010079852156321123,0.18208771441196156,0.20622424908294346,0.1756423666589674,0.3725275573844716
Germany,1.1788586508348213,0.14021839449432366,0.1793671768743285,0.0,0.005252581187449264,0.005835239029851061,0.26752483054550663,0.0010579702845348823,0.17758043590396316,0.02808314870785072,0.011563613148648856,1.7770568729662806,1.9953420410112783,1.7712216339364295,1.9859723511102887,0.22425514022794424,0.306507758892138,0.0,0.003994197103960988,0.009233703160134181,0.42947713290150596,0.0015504221503915604,0.38596001651829237,0.05122723965044189,0.02038793004852028,2.9594402833959723,3.4185658917636186,2.950206580235838,0.5917164863884308
Ghana,0.1580271256539341,0.1608456316640111,0.005576286925464415,0.008854947558409024,0.0,0.3981160142710673,0.03858532215319304,0.06270729762119591,0.37073656920494874,0.0439510885696769,0.00021276397871171688,0.7700053282260789,1.2476130476006122,0.3718893139550117,0.11656562691423737,0.10568319116210176,0.00430083518598509,0.005678924014967298,0.0,0.17497689859030544,0.029684583238450364,0.04807050373746462,0.2563875342162053,0.030014313104696273,0.00010929624802834372,0.4368900591060473,0.7714717064124419,0.26191316051574187,0.7227554236318762
Greece,0.17480780225117626,0.20163025325453943,0.0052252984886051335,0.005249930464807105,0.012237815044723686,0.02717876983256438,0.016835401116145305,0.01787264385374611,0.11431882682265443,0.011686853309965278,0.006489422414777972,0.4431652704525613,0.5935330168537052,0.4159865006199969,0.1493690749819155,0.18060273300668794,0.004120401816752464,0.004177401391855607,0.004902458654688767,0.03010158291605465,0.01696153287115648,0.13073392629757716,0.10762830901097677,0.010490589366674293,0.004819746881337843,0.3902351856391114,0.6439077571956774,0.3601336027230568,0.3590644522740203
Guatemala,0.14791841283774673,0.0505138123041102,0.007859498250089709,0.00037345156503118277,0.0,0.002837998203036328,0.10245885299611122,0.004697336921918328,0.12873303390634772,0.016173846460003586,0.0021045250736433365,0.3119620261561254,0.46367076851803835,0.3091240279530891,0.30165109596409206,0.054898057835342254,0.023181856722239123,0.0006505595202840106,0.0,0.006343528501418224,0.19045092489395193,0.008708214284285164,0.27206075559131276,0.029820651630456788,0.004809343355776546,0.5771760234373275,0.8925749882991588,0.5708324949359094,0.6207352512239237
Guinea,0.29577354530951183,0.006708692488827177,2.6534844637777082e-05,0.0037816539562133262,0.0,0.0033213825519256093,0.06741939847722474,0.0871072809514094,0.19856786813075233,0.040850373140923824,0.0,0.3770312076283404,0.703556729851426,0.3737098250764148,0.20118364235525088,0.005927148842128783,1.6582276356124462e-05,0.0023786786095548744,0.0,0.0025197798017467044,0.05800545947886554,0.0697744578072592,0.1363037684941884,0.026455761618229687,0.0,0.2700312913639029,0.5025652792835802,0.2675115115621562,0.2164021675485176
Guinea-Bissau,0.16458571312127002,0.002453014021139923,2.5235198101899176e-06,0.0,0.0,0.0,0.015565725363840517,0.008011025982975593,0.06429263909999375,0.009064897278479212,0.0,0.18260697602606066,0.2639755383875092,0.18260697602606066,0.12126110093409655,0.0022791477457256236,2.4687803951020875e-06,0.0,0.0,0.0,0.013348195491978222,0.005966931141527782,0.04951240550520327,0.005274321909848757,0.0,0.1368909129521955,0.1976445715087753,0.1368909129521955,0.2733575752571825
Guyana,0.01654407470631796,0.0038870451698980847,0.04800642170802176,0.023696638811883924,0.0,0.0,0.0014635146735776444,0.015445345730292777,0.5866535212509637,0.041351256394513605,4.5771996674567624e-05,0.09359769506969938,0.7370935904421441,0.09359769506969938,0.024758621568411215,0.008707836159466485,0.03896548496994104,0.04461893783198681,0.0,0.0,0.0023662366073925775,0.023520544168989972,0.8859809801277624,0.04669254447729207,6.408620907356149e-05,0.11941711713719813,1.075675272120316,0.11941711713719813,0.1532824915193908
Haiti,0.13561645978331457,0.006673614339108718,1.6388612182417832e-05,0.022478134551564027,0.0,0.0,0.028685987820754707,0.00020881948358576508,0.011655268664266479,0.0023213002325960393,0.0005246777525645147,0.19347058510692444,0.20818065123993723,0.19347058510692444,0.15255538402397337,0.008065226235066204,2.022659181612872e-05,0.026818074469202115,0.0,0.0,0.03327209132957442,0.0002629910628673975,0.014692777358514106,0.0015138218132839981,0.0006352698874614331,0.22073100264963225,0.23783586277175917,0.22073100264963225,0.3311220771394064
Honduras,0.10320421505256769,0.04635886902506081,1.3375656768953182e-05,0.0012903736155256273,0.0,0.01927629751269222,0.024488212726869914,0.0007991421885457205,0.07480205847208336,0.016898916459596167,0.0013397319396762902,0.1946313435894852,0.28847119264938675,0.17535504607679298,0.15140046099686652,0.07361318588195565,3.0209801926716138e-05,0.0016526217743555633,0.0,0.043716218087897656,0.03664400101819122,0.0009711042248579317,0.0839432627444707,0.019498527535092916,0.0012646746762582338,0.3070566975611933,0.412734266741873,0.2633404794732957,0.3328165274441447
Hungary,0.11150154057396901,0.12835719892701208,0.059829419425276816,0.0,0.0012663799378570533,0.011187663932854532,0.023461401930056608,0.00023153394698070852,0.018526228017125435,0.00723234666698035,0.002804479752474064,0.3356036047270261,0.3643981931105867,0.3244159407941716,0.2822587547850385,0.20473833319308732,0.11636139420204707,0.0,0.0036856059666414203,0.012641579245926049,0.0383082276692542,0.0006527676906562543,0.04377566448045342,0.017180314442980314,0.00576348076380962,0.6579938950619946,0.7253661224398942,0.6453523158160686,0.1202193189115965
Iceland,0.014340953353949538,0.009096823588111223,1.779218532235428e-05,0.0,0.0,0.006560400848280748,0.000646206027078379,0.001306822104451871,0.10160368770745945,0.0,0.0010482937271170149,0.030662176002742243,0.13462097954177057,0.024101775154461495,0.011136449410634807,0.0059034645225437485,1.1999615623447204e-05,0.0,0.0,0.008803479077500587,0.00037921441794259086,0.000795753267314639,0.07416449128137467,0.0,0.0008734657194403769,0.02623460704424518,0.10206831731237487,0.017431127966744592,
India,10.73865696600433,2.8493997562156133,0.8744745661425222,3.3954375490943485,0.8990183329708555,1.24462412845423,2.0640270170225246,0.09703563954081164,9.154231654658787,0.37470004612562124,0.005599732969387414,22.065638315904422,31.69720538919903,20.821014187450192,8.228886933871733,6.067455104074908,1.8404635508879357,4.88017916849344,1.5040800721961554,1.6164860281029754,3.9392295161571114,0.23006346276848028,12.049705158972083,0.6907952830075359,0.012918858220360934,28.076780373784263,41.060263136752724,26.460294345681287,0.9941856375496582
Indonesia,0.6926066193898117,7.466687350055209,0.5372545433687368,1.6659011595656559,0.11713585037860419,0.09182538127986495,0.43439862907058846,0.85059841741025,9.062148036903185,0.2907516426366927,0.053224068886691914,11.005809533108472,21.262531698945292,10.913984151828608,0.6267752685056824,5.7147268859462335,1.067313131429562,2.0740410183164166,0.174790954417674,0.0597251291338535,0.5971458865915787,0.7852064764072179,13.35167433543429,0.25556404278329237,0.06607236858041776,10.314518274341001,24.773035497546218,10.254793145207147,0.8351652429652887
Iran,0.8383513107004085,0.8957431384789298,2.9818417963664463,0.061605667132121227,0.01996717193120441,0.3947970315268882,0.13193420958917268,0.001468976744594068,0.02625335395460263,0.15521627619872,0.014095383787482563,5.324240325725172,5.5212743164105715,4.9294432941982835,2.12270845040004,2.400915390851062,2.510784311166255,0.23491573534266583,0.027061612321889153,0.20002393218994308,0.4868483450216348,0.0025619293236069127,0.16648756221655678,1.0381201781769391,0.0926758827822275,7.98325777729349,9.28310332979282,7.783233845103547,0.8892396441400059
Iraq,0.1183155930778092,0.16299895506096632,2.6960863105422437,0.0,0.0,0.14120201251712838,0.013088228916195857,0.0006883712004481721,0.011754622280191486,0.022153557178262322,0.0053315033174084975,3.1316911001143435,3.171619154090654,2.990489087597215,0.28193388856689305,0.2871161647034809,1.3097802184150247,0.0,0.0,0.19975636899899946,0.029058901058692237,0.0008642424177544306,0.015125432987538774,0.04883909934519247,0.004426501055178048,2.10764554174309,2.176900817548754,1.9078891727440908,0.9203260136447652
Ireland,0.5940435161181422,0.029937541796406605,0.0030681040881131816,0.0,0.0,0.00859796537640242,0.012099181859010811,1.1839079551460452e-05,0.07434610657677897,0.007665369325203875,0.00026470513389062944,0.6477463092380753,0.7300343293535003,0.6391483438616729,0.29931792437901217,0.016134619201562773,0.001658817571827738,0.0,0.0,0.004215334476001244,0.0064124675465966514,6.3637090032992215e-06,0.034541188036398766,0.001954325026039156,0.0001444627215385613,0.32773916317500057,0.36438550266798037,0.3235238286989993,0.1353750149122103
Israel,0.04561159098144916,0.3106331592634842,0.0159894800499229,0.0,0.0,0.0,0.0052674064910977255,7.130242557859601e-05,0.0007507099398277385,0.0019409224817936808,0.00018290735785919836,0.37750163678595405,0.3804474789910133,0.37750163678595405,0.029173998712885986,0.1807268738386575,0.010363269793683093,0.0,0.0,0.0,0.0031635051384773516,5.118013087288924e-05,0.000478543989943576,0.0010786725285788477,0.00011978499879638009,0.22342764748370392,0.2251558291318956,0.22342764748370392,0.74763421627717
Italy,0.6948726934167833,0.6564057590237833,0.12934955262317308,0.06209342083234785,0.0,0.004968323536410262,0.15471578487139556,0.008880599984454422,0.20503270582546976,0.025935702693117953,0.12300039645017359,1.7024055343038933,2.065254939257109,1.697437210767483,0.7368414633441281,0.6248654399504306,0.1323911583170712,0.11191259319871164,0.0,0.004653277057456515,0.15070683054543457,0.005486861133978659,0.1630427511410515,0.015935018058429284,0.12010393420618924,1.7613707624132329,2.0659393269528814,1.7567174853557763,0.8547459029195845
Japan,0.41802089233573214,0.1315968494824477,0.008686329810194687,0.4757481026657766,0.01876321173416064,0.00782499909593009,0.14165420961607414,0.015353815281936375,0.710454612824679,0.025348530508443805,0.04245339656195749,1.202294594740316,1.995904949917333,1.194469595644386,1.0530235832422719,0.32225369805581217,0.013737853871423095,0.7065865612760726,0.06862317060343452,0.017890564446122133,0.3089703013938532,0.036362081305516276,1.532426989843585,0.026944166298876006,0.057902678514412276,2.4910857328889895,4.1447216488513785,2.4731951684428672,0.3318737676502338
Jordan,0.029046351686329484,0.17135171381624192,0.023031179605413933,0.0,0.0,0.0,0.002645310357366909,9.397296938378462e-06,0.0005547413873852263,0.004334289973244793,0.0004293409440430462,0.22607455546535224,0.23140232506696368,0.22607455546535224,0.03882656813245196,0.18371721122962922,0.026953607372646248,0.0,0.0,0.0,0.002920682551030058,1.0967852534732185e-05,0.0005809568988222545,0.00497345988049692,0.0004801575582024018,0.2524180692857575,0.2584636114758138,0.2524180692857575,0.4304814083654499
Kazakhstan,0.9536410176641665,0.23534004322830973,0.21074998556129257,0.020239417815311894,0.2751221926980839,0.237539340909273,0.07627965499973151,0.02021181813193806,0.07452998023921212,0.2123541807361655,0.010735686285692611,2.008911652876169,2.3267433182691772,1.771372311966896,0.6797714881028104,0.1828965588612651,0.6132245915018413,0.14296876665182956,0.13969907162711398,0.07352941734178653,0.062479653393335444,0.020041107224385703,0.07756648143457918,0.2851478303058296,0.00920384223405467,1.8945695474799822,2.2865288086788316,1.8210401301381958,0.9400230509906232
Kenya,0.8146205788197144,0.05999249691321259,0.00013533254698708236,0.005844982128395211,0.0,0.042915708083926585,0.1474949886126625,0.011182585393098715,0.1865940402399198,0.09583264228125565,0.006004108475655356,1.0710040871048983,1.3706174634948276,1.0280883790209718,3.4376980182798533,0.15421136399931243,0.0005985516604689176,0.010222423052088534,0.0,0.10314266613083822,0.5259838782123705,0.03712756097559792,0.9362217150705,0.6279835922530648,0.036384238938143035,4.2318569013349325,5.869574008572239,4.128714235204094,0.2382615319665779
Kuwait,0.006348322772081088,0.07784737134780097,0.03687380800554083,0.0,0.0,0.0,0.004164872038142552,1.922532845857008e-05,1.542005573597456e-05,0.001635136948734039,0.0019184356495217506,0.12523437416356545,0.1288225921460158,0.12523437416356545,0.01320504765463673,0.31760243165468177,0.043780212518720954,0.0,0.0,0.0,0.013268014607806425,2.3497570173612225e-05,2.069789001807794e-05,0.0020411833752545304,0.002828842106393043,0.3878557064358458,0.3927699273776851,0.3878557064358458,0.0997124561942561
Kyrgyzstan,0.130336331490694,0.04480365908163034,0.041333327270592274,0.0,0.006177282189643358,0.022327251664859434,0.05646300948233177,0.0002740563905517025,0.005984813016324503,0.013446801652085925,0.0008065828443611636,0.3014408611797512,0.32195311508307456,0.2791136095148918,0.07037745038684746,0.01887297353094092,0.020435435284172236,0.0,0.0030026536038493083,0.007517593365049806,0.024357363062737343,0.00010263267810461925,0.006112812677702792,0.008406779294285904,0.0003575072101523526,0.14456346923359706,0.1595432010938427,0.13704587586854727,0.5466245960845564
Laos,0.11367995947774678,0.0024233745947607873,0.0006351034907998369,0.13733017228931263,0.0025683854317581525,0.11358754352922751,0.028456122523357726,0.2109593781886584,0.2172241536615784,0.03177949495298753,0.0007285340905634476,0.3986806613369634,0.8593722222307512,0.2850931178077359,0.2532031816468673,0.0029927701807820873,0.0006742625088186385,0.13103591620589905,0.0021461271122325204,0.09189237887725706,0.04717148429486331,0.2813860531995177,0.3121343260708362,0.05264988846885682,0.001830061243464256,0.5291161208267199,1.177116449809395,0.43722374194946284,0.5132408343103819
Latvia,0.03713997422322066,0.018280811284805985,0.004152736617517693,0.0,0.0,0.003250497886831368,0.009079061988166003,4.363760650580056e-05,0.027719729661208156,0.003751501235210478,4.996448850511827e-05,0.07190308200054171,0.10346791499197128,0.06865258411371035,0.036246137537442776,0.016024845764615585,0.004263424601567789,0.0,0.0,0.002089534370345359,0.008859988065991729,4.756202154658028e-05,0.029612306580287382,0.004405730869571706,3.918420644629101e-05,0.06748393033996324,0.10158871401781519,0.06539439596961788,
Lebanon,0.014593108629604189,0.09649770547952406,0.002341461865353016,0.0,0.0,0.0,0.0035429401721185226,2.4148930751887807e-05,0.00018593937753455558,0.0009564901303541735,0.00017872258063350718,0.11697521614659978,0.11832051716587391,0.11697521614659978,0.009290446254431053,0.05477891280328556,0.0012409841487169837,0.0,0.0,0.0,0.002006835411265095,1.41913088963141e-05,0.0001229153513901251,0.00029072165989242415,8.837038360184278e-05,0.06731717861769869,0.0678333773214794,0.06731717861769869,0.360182659240382
Lesotho,0.03357080787558226,0.013501880071713152,3.423156427799067e-06,0.0,0.0,7.277294445281405e-06,0.00876911424379085,0.0006263327397991762,0.003964495691006704,0.0023525926997026445,0.0,0.05585250264195934,0.06279592377246786,0.05584522534751406,0.050853331963016064,0.020999694301932038,5.411181163399545e-06,0.0,0.0,8.87636392155163e-06,0.013418350665857625,0.0009281434908425797,0.005014957912500977,0.0035427789308484295,0.0,0.08528566447589069,0.09477154481008268,0.08527678811196913,0.1328894848849008
Liberia,0.007516324439649032,0.024320739118299725,3.071714671372787e-05,0.00016198213709028438,0.0,0.0,0.04810602954059076,0.008503835790015206,0.19798291919757052,0.016744015786826758,0.0,0.08013579238234353,0.30336656315675603,0.08013579238234353,0.06621637330208144,0.12138473876617376,0.00042685648571345126,0.000940675153240964,0.0,0.0,0.18148228096005545,0.04038395622295774,0.3169118980888875,0.03429697038228228,0.0,0.37045092466726504,0.7620437493613926,0.37045092466726504,0.0235717669550229
Libya,0.0682660810964456,0.1142437145014277,0.2955151022961129,0.0,0.0,0.0,0.014080820075490998,2.52066505677364e-05,0.0034268444958292636,0.008833313319225367,0.008077665735333866,0.49210571796947716,0.5124687481704333,0.49210571796947716,0.2567312648097786,0.33271655695159547,0.4490554009302547,0.0,0.0,0.0,0.03825011997409862,4.514449477540173e-05,0.014018873828143897,0.011062166283148168,0.010374299404717348,1.0767533426657274,1.1122538266765123,1.0767533426657274,
Lithuania,0.0707371012176673,0.02960098661797736,0.011286550107382609,0.0,0.0,0.002773745217919894,0.009917090419779227,0.00016299546766427415,0.014263988036011817,0.0046852815919409116,0.00025980073378087794,0.1243154735807264,0.14368753941012424,0.1215417283628065,0.04874910056179471,0.019623191957347394,0.007691060148206267,0.0,0.0,0.0014423596551430564,0.006970226964269805,9.633976844258567e-05,0.009499479197009992,0.0029907818201805173,0.00014952245904010996,0.08447593928676123,0.09721206253143444,0.08303357963161817,
Luxembourg,0.018770977293697286,0.0028245824433031893,0.0006305701927506821,0.0,0.0,8.869783939262779e-05,0.0014035077245696883,1.0621842518152197e-05,0.00011714458302003586,0.00015791059370164892,2.520586437259433e-07,0.02371833549371347,0.024004264571597028,0.023629637654320843,0.05014805239447381,0.007546080640502397,0.0016846148482142322,0.0,0.0,0.000236962829774006,0.0037495745589869707,2.8377036890082348e-05,0.0003129604066480889,0.00042186981544384917,6.733932855106492e-07,0.06336528527195141,0.06412916592421894,0.0631283224421774,
Madagascar,0.26382993986471953,0.021384129376107855,0.0059843474877204605,0.21456088087925218,0.0,0.0012508414903824156,0.06680463131114871,0.11206198873877712,0.48432596018005974,0.12373548105490152,0.0005754114537322334,0.5738147704093312,1.294513611836802,0.5725639289189487,0.6958026832128792,0.07159897682116806,0.017596604079188276,0.39354663211271435,0.0,0.011420321145576121,0.20130667521087733,0.2076049836656165,1.1013534883882024,0.16988050645223723,0.0008141116801223565,1.3912718925824035,2.8709249827685817,1.3798515714368274,0.3355884036872985
Malawi,0.058467495363738145,0.03818315091029166,0.003943218225456518,0.013340064179917281,0.005074360476353916,0.0,0.035435284439369434,0.016397972005520563,0.2055020487555923,0.01609881889673751,4.00909846362443e-05,0.15444357359512695,0.3924825042376136,0.15444357359512695,0.20562815264468132,0.2497835475713429,0.017238895745591308,0.05419570290813826,0.005743213853450354,0.0,0.14089671787807215,0.027446297353410757,0.4213663073916708,0.04035292962976036,5.323537022056318e-05,0.6734862306012762,1.1627050003463386,0.6734862306012762,0.1640848809683056
Malaysia,0.06777398400745406,1.422027789526208,0.9040767773017899,0.0,0.00115588069312924,0.13696343633426636,0.06594414647829096,0.008376314081122351,1.0149858285103945,0.04392187757530729,0.00718601742112105,2.5979420143411383,3.672412051929083,2.460978578006872,0.1212304088842594,1.6542772990922998,1.6304207095406518,0.0,0.00118551034488147,0.2139734802744321,0.07855912038347011,0.011794434645512662,1.3851513154266855,0.04547434058854344,0.00958330172764608,3.699646528519995,5.151649920908382,3.485673048245563,0.4554162081391241
Mali,2.9433272756676225,0.010967145440148877,0.0056543320019336075,0.0,0.0,0.061888313495010255,0.039866228452776604,0.059783840905196825,0.5709577688077958,0.11829490125427795,1.9402833347841127e-05,3.061703295057492,3.8107592088581104,2.9998149815624817,1.616899784604799,0.00398461582920279,0.002829141778871921,0.0,0.0,0.023156577517382787,0.018857057741044035,0.026187718404852782,0.2900498647973941,0.0663863869843442,6.924836704686363e-06,1.6657271774713005,2.048358072494596,1.6425705999539177,0.6433222578459858
Mauritania,0.21120937739984716,0.006566799089343562,0.002280161638605597,0.0,0.0,0.0,0.014058409738421212,0.0010454939005893377,0.06062773380593811,0.04350200300408543,0.0,0.23411474786621753,0.33928997857683035,0.23411474786621753,0.12708748297194916,0.006375496448525723,0.0019861603250032416,0.0,0.0,0.0,0.010056243263005863,0.0006444873316458504,0.036553657303749654,0.02916181448191096,0.0,0.14550538300848398,0.21186534212579045,0.14550538300848398,0.1158944588273437
Mexico,2.0661374830522523,1.018466451661594,1.3934718751972688,0.007773080943470935,0.09968830765024786,0.5189045531695063,0.16030208839663657,0.031870083363520714,0.566909901174784,0.32436659803888696,0.01350062132245483,5.2647438400709765,6.201391043970623,4.74583928690147,3.452777154050294,1.584177381203677,0.9724670927767125,0.006143285476180415,0.03549266518673336,0.5002907731880982,0.2582799371148359,0.05295377879173902,0.651723998991831,0.2498523823438977,0.016583497092922016,6.809628288996532,7.780741946216922,6.3093375158084335,0.7772849367704998
Moldova,0.028367475241881338,0.0704816888548458,0.017838566195409286,0.0,0.0,0.010827180636493367,0.009474553907780708,0.0003275899103576407,0.004188300601961996,0.002079949834127495,0.0054869451926703085,0.1369894648364105,0.14907225037552793,0.12616228419991715,0.01264174571335916,0.03060816350168616,0.007834827822569997,0.0,0.0,0.004398028860099818,0.00411680557993044,0.0001467426729439029,0.001884383916112408,0.0009223448525412593,0.0025442303852887755,0.05959957147764557,0.06509727330453192,0.05520154261754576,
Mongolia,0.3232042722908559,0.00706363658290632,0.01186941688355054,1.0645627566198667e-06,0.038266758381994004,0.0035811353058595287,0.020323068047081953,0.001134661933244653,0.18099109185650486,0.12448805629190308,0.0025781725078866274,0.40430935205500484,0.713501334644544,0.4007282167491453,0.18728261214805997,0.0030010196019211364,0.007082638757954764,1.0645627566198667e-06,0.12497293452137997,0.0015128738657139657,0.008393696939470662,0.000417170684960545,0.08970664436966798,0.08241060492556115,0.0017502221890452008,0.3322468403972571,0.5065314825664919,0.33073396653154313,0.2076333052845744
Morocco,0.33617478739156664,0.19735396154051624,0.032478730465911806,0.009002240943196271,0.0,0.08115465256772533,0.019643457231087704,0.0002662758086636541,0.010668973764420856,0.03616337845086254,0.002275132983001708,0.675807830140004,0.7251815911469528,0.5946531775722786,0.2990146556909606,0.2262571664447927,0.048855271861366255,0.009658338808472486,0.0,0.06561375126926054,0.02681112927341972,0.00046184603297587065,0.010830375716455837,0.02605627091659051,0.0023029020722866575,0.6762103133482722,0.715861708086581,0.6105965620790117,0.8068938231063414
